Movie Name,Emotion,Release Date,Genre,IMDb Rating,OTT Platform,Watch Link
Coco (62),surprise,2017-11-22,Animation,8.1,HBO Max,https://www.hbomax.com/feature/-3239911
The Grand Budapest Hotel (4),happy,2014-03-28,Comedy,8.1,Peacock,https://www.peacocktv.com/watch/13464651
The Shawshank Redemption (61),sad,1994-09-23,Drama,6.5,Amazon Prime Video,https://www.amazon.com/dp/85322272
Avengers: Endgame (3),angry,2019-04-26,Action,5.5,Netflix,https://www.netflix.com/title/88543741
Forrest Gump (99),sad,1994-07-06,Drama,5.2,Hulu,https://www.hulu.com/movie/27150899
Joker (47),fear,2019-10-04,Psychological,6.1,Apple TV+,https://tv.apple.com/movie/-4869569
The Lion King (36),surprise,1994-06-24,Animation,5.9,Hulu,https://www.hulu.com/movie/68087426
The Shawshank Redemption (66),sad,1994-09-23,Drama,8.4,Hulu,https://www.hulu.com/movie/61214882
The Shawshank Redemption (28),sad,1994-09-23,Drama,5.2,Netflix,https://www.netflix.com/title/29105561
Joker (56),fear,2019-10-04,Psychological,6.1,YouTube Movies,https://www.youtube.com/results?search_query=-8838876
Forrest Gump (5),sad,1994-07-06,Drama,7.9,YouTube Movies,https://www.youtube.com/results?search_query=68173058
Titanic (46),happy,1997-12-19,Romance,7.1,HBO Max,https://www.hbomax.com/feature/75157874
The Shawshank Redemption (70),sad,1994-09-23,Drama,6.2,Hulu,https://www.hulu.com/movie/-2433867
The Silence of the Lambs (33),fear,1991-02-14,Thriller,8.1,Disney+,https://www.disneyplus.com/movies/73689095
Interstellar (28),neutral,2014-11-07,Sci-Fi,6.4,Amazon Prime Video,https://www.amazon.com/dp/-6337484
Avengers: Endgame (30),angry,2019-04-26,Action,7.0,Amazon Prime Video,https://www.amazon.com/dp/10413190
Pulp Fiction (29),disgust,1994-10-14,Crime,5.0,Hulu,https://www.hulu.com/movie/10826520
Saving Private Ryan (62),disgust,1998-07-24,War,7.8,YouTube Movies,https://www.youtube.com/results?search_query=-6334753
Saving Private Ryan (35),disgust,1998-07-24,War,7.0,Apple TV+,https://tv.apple.com/movie/-2723580
The Silence of the Lambs (72),fear,1991-02-14,Thriller,9.4,Amazon Prime Video,https://www.amazon.com/dp/-1029664
Parasite (7),fear,2019-05-30,Thriller,8.9,Amazon Prime Video,https://www.amazon.com/dp/45249639
Gladiator (61),angry,2000-05-05,Action,7.6,YouTube Movies,https://www.youtube.com/results?search_query=-3699287
Saving Private Ryan (2),disgust,1998-07-24,War,5.9,Peacock,https://www.peacocktv.com/watch/20605185
Pulp Fiction (59),disgust,1994-10-14,Crime,6.5,Hulu,https://www.hulu.com/movie/85723178
The Lion King (61),surprise,1994-06-24,Animation,6.2,Peacock,https://www.peacocktv.com/watch/28114831
Schindler's List (58),sad,1993-12-15,Historical,6.0,Amazon Prime Video,https://www.amazon.com/dp/41618645
Inside Out (74),surprise,2015-06-19,Animation,5.8,Disney+,https://www.disneyplus.com/movies/73447827
Gladiator (24),angry,2000-05-05,Action,7.0,Amazon Prime Video,https://www.amazon.com/dp/31248699
Gladiator (56),angry,2000-05-05,Action,5.7,Peacock,https://www.peacocktv.com/watch/-8428246
Gladiator (47),angry,2000-05-05,Action,8.0,HBO Max,https://www.hbomax.com/feature/-1473355
The Silence of the Lambs (99),fear,1991-02-14,Thriller,8.7,Peacock,https://www.peacocktv.com/watch/78990912
The Grand Budapest Hotel (54),happy,2014-03-28,Comedy,7.8,Amazon Prime Video,https://www.amazon.com/dp/-5909024
The Silence of the Lambs (52),fear,1991-02-14,Thriller,9.2,HBO Max,https://www.hbomax.com/feature/35028454
Parasite (74),fear,2019-05-30,Thriller,7.8,Hulu,https://www.hulu.com/movie/-3446294
Coco (61),surprise,2017-11-22,Animation,7.3,Apple TV+,https://tv.apple.com/movie/45368260
The Grand Budapest Hotel (21),happy,2014-03-28,Comedy,7.1,Hulu,https://www.hulu.com/movie/15510441
The Matrix (26),neutral,1999-03-31,Sci-Fi,9.2,Amazon Prime Video,https://www.amazon.com/dp/15125214
Joker (53),fear,2019-10-04,Psychological,7.5,Apple TV+,https://tv.apple.com/movie/-5278838
The Lion King (88),surprise,1994-06-24,Animation,8.0,Peacock,https://www.peacocktv.com/watch/66206406
Parasite (74),fear,2019-05-30,Thriller,7.9,Disney+,https://www.disneyplus.com/movies/-3446294
Inside Out (72),surprise,2015-06-19,Animation,5.4,Amazon Prime Video,https://www.amazon.com/dp/83808848
The Grand Budapest Hotel (78),happy,2014-03-28,Comedy,6.5,YouTube Movies,https://www.youtube.com/results?search_query=-4971852
Inside Out (45),surprise,2015-06-19,Animation,5.5,Peacock,https://www.peacocktv.com/watch/-4248334
Avengers: Endgame (26),angry,2019-04-26,Action,8.0,Peacock,https://www.peacocktv.com/watch/-6569549
Pulp Fiction (9),disgust,1994-10-14,Crime,6.3,Hulu,https://www.hulu.com/movie/-3451349
Saving Private Ryan (88),disgust,1998-07-24,War,8.2,YouTube Movies,https://www.youtube.com/results?search_query=18725655
Saving Private Ryan (36),disgust,1998-07-24,War,7.6,HBO Max,https://www.hbomax.com/feature/12203007
Parasite (73),fear,2019-05-30,Thriller,6.5,Netflix,https://www.netflix.com/title/-8741592
Parasite (17),fear,2019-05-30,Thriller,7.2,Netflix,https://www.netflix.com/title/-3102088
Parasite (17),fear,2019-05-30,Thriller,7.7,HBO Max,https://www.hbomax.com/feature/-3102088
Schindler's List (40),sad,1993-12-15,Historical,6.7,Hulu,https://www.hulu.com/movie/-7767829
Schindler's List (41),sad,1993-12-15,Historical,6.5,Apple TV+,https://tv.apple.com/movie/34352060
Inside Out (42),surprise,2015-06-19,Animation,8.3,Netflix,https://www.netflix.com/title/37971660
The Silence of the Lambs (16),fear,1991-02-14,Thriller,5.6,Disney+,https://www.disneyplus.com/movies/-6353381
Coco (72),surprise,2017-11-22,Animation,8.1,Apple TV+,https://tv.apple.com/movie/48719757
Coco (65),surprise,2017-11-22,Animation,7.0,Apple TV+,https://tv.apple.com/movie/42837206
The Silence of the Lambs (1),fear,1991-02-14,Thriller,6.3,Disney+,https://www.disneyplus.com/movies/-1837852
Joker (47),fear,2019-10-04,Psychological,6.3,Hulu,https://www.hulu.com/movie/-4869569
Titanic (35),happy,1997-12-19,Romance,5.2,Hulu,https://www.hulu.com/movie/-5039383
Interstellar (42),neutral,2014-11-07,Sci-Fi,9.0,Hulu,https://www.hulu.com/movie/62457894
Joker (97),fear,2019-10-04,Psychological,5.7,YouTube Movies,https://www.youtube.com/results?search_query=62014149
Parasite (7),fear,2019-05-30,Thriller,6.2,Netflix,https://www.netflix.com/title/45249639
Avengers: Endgame (96),angry,2019-04-26,Action,6.9,Netflix,https://www.netflix.com/title/84542563
The Lion King (43),surprise,1994-06-24,Animation,7.2,Peacock,https://www.peacocktv.com/watch/-3873205
Forrest Gump (98),sad,1994-07-06,Drama,9.3,Netflix,https://www.netflix.com/title/-3124737
The Shawshank Redemption (38),sad,1994-09-23,Drama,8.3,Netflix,https://www.netflix.com/title/64008375
Parasite (70),fear,2019-05-30,Thriller,9.4,Peacock,https://www.peacocktv.com/watch/51894647
Avengers: Endgame (10),angry,2019-04-26,Action,5.8,Disney+,https://www.disneyplus.com/movies/73304530
Avengers: Endgame (26),angry,2019-04-26,Action,6.3,Hulu,https://www.hulu.com/movie/-6569549
Inception (64),neutral,2010-07-16,Sci-Fi,9.4,Apple TV+,https://tv.apple.com/movie/38754097
The Dark Knight (66),angry,2008-07-18,Action,7.4,Netflix,https://www.netflix.com/title/-6322482
The Godfather (72),disgust,1972-03-24,Crime,7.6,Disney+,https://www.disneyplus.com/movies/30129849
The Dark Knight (31),angry,2008-07-18,Action,8.5,Netflix,https://www.netflix.com/title/36504667
Titanic (39),happy,1997-12-19,Romance,6.3,HBO Max,https://www.hbomax.com/feature/43739793
Inside Out (9),surprise,2015-06-19,Animation,5.8,Peacock,https://www.peacocktv.com/watch/69204958
Joker (99),fear,2019-10-04,Psychological,8.9,Peacock,https://www.peacocktv.com/watch/30520096
Interstellar (18),neutral,2014-11-07,Sci-Fi,7.3,Peacock,https://www.peacocktv.com/watch/17362374
Inside Out (16),surprise,2015-06-19,Animation,6.3,HBO Max,https://www.hbomax.com/feature/16899071
The Silence of the Lambs (46),fear,1991-02-14,Thriller,9.4,Hulu,https://www.hulu.com/movie/-8581790
Gladiator (71),angry,2000-05-05,Action,7.9,Disney+,https://www.disneyplus.com/movies/52639463
Interstellar (72),neutral,2014-11-07,Sci-Fi,5.1,Apple TV+,https://tv.apple.com/movie/-5221591
Schindler's List (46),sad,1993-12-15,Historical,6.1,Hulu,https://www.hulu.com/movie/89388881
The Dark Knight (1),angry,2008-07-18,Action,6.2,Peacock,https://www.peacocktv.com/watch/29699591
Forrest Gump (67),sad,1994-07-06,Drama,8.0,Apple TV+,https://tv.apple.com/movie/-7687428
The Dark Knight (92),angry,2008-07-18,Action,9.4,Hulu,https://www.hulu.com/movie/-8726775
Coco (52),surprise,2017-11-22,Animation,7.5,Apple TV+,https://tv.apple.com/movie/-6692743
The Matrix (67),neutral,1999-03-31,Sci-Fi,5.4,YouTube Movies,https://www.youtube.com/results?search_query=85555042
Parasite (49),fear,2019-05-30,Thriller,5.8,Amazon Prime Video,https://www.amazon.com/dp/44464164
Pulp Fiction (32),disgust,1994-10-14,Crime,8.9,Netflix,https://www.netflix.com/title/-5360097
Coco (4),surprise,2017-11-22,Animation,8.8,Apple TV+,https://tv.apple.com/movie/-3158637
Gladiator (81),angry,2000-05-05,Action,5.0,YouTube Movies,https://www.youtube.com/results?search_query=-5597796
The Godfather (12),disgust,1972-03-24,Crime,7.2,YouTube Movies,https://www.youtube.com/results?search_query=91212035
Joker (12),fear,2019-10-04,Psychological,7.2,Peacock,https://www.peacocktv.com/watch/78548616
Parasite (13),fear,2019-05-30,Thriller,9.1,Apple TV+,https://tv.apple.com/movie/25530858
Schindler's List (3),sad,1993-12-15,Historical,6.1,Hulu,https://www.hulu.com/movie/-2869028
The Matrix (62),neutral,1999-03-31,Sci-Fi,6.8,Netflix,https://www.netflix.com/title/-4580427
Inception (25),neutral,2010-07-16,Sci-Fi,9.5,Apple TV+,https://tv.apple.com/movie/-4497304
Saving Private Ryan (3),disgust,1998-07-24,War,6.8,Hulu,https://www.hulu.com/movie/68579952
The Godfather (56),disgust,1972-03-24,Crime,8.1,Disney+,https://www.disneyplus.com/movies/-2940725
Joker (73),fear,2019-10-04,Psychological,7.4,Amazon Prime Video,https://www.amazon.com/dp/53785826
The Shawshank Redemption (66),sad,1994-09-23,Drama,6.8,Amazon Prime Video,https://www.amazon.com/dp/61214882
Forrest Gump (36),sad,1994-07-06,Drama,6.4,Netflix,https://www.netflix.com/title/21910232
Joker (14),fear,2019-10-04,Psychological,6.1,Disney+,https://www.disneyplus.com/movies/-9027034
Schindler's List (78),sad,1993-12-15,Historical,9.0,YouTube Movies,https://www.youtube.com/results?search_query=23948112
Avengers: Endgame (15),angry,2019-04-26,Action,5.9,Amazon Prime Video,https://www.amazon.com/dp/81101181
Schindler's List (88),sad,1993-12-15,Historical,5.9,YouTube Movies,https://www.youtube.com/results?search_query=54351194
The Shawshank Redemption (32),sad,1994-09-23,Drama,8.3,Peacock,https://www.peacocktv.com/watch/56548579
Avengers: Endgame (4),angry,2019-04-26,Action,5.2,Amazon Prime Video,https://www.amazon.com/dp/-6603254
Gladiator (44),angry,2000-05-05,Action,5.2,YouTube Movies,https://www.youtube.com/results?search_query=32571425
Pulp Fiction (43),disgust,1994-10-14,Crime,8.1,Peacock,https://www.peacocktv.com/watch/22380328
The Lion King (43),surprise,1994-06-24,Animation,8.9,YouTube Movies,https://www.youtube.com/results?search_query=-3873205
The Godfather (48),disgust,1972-03-24,Crime,8.1,HBO Max,https://www.hbomax.com/feature/-1681888
Titanic (65),happy,1997-12-19,Romance,5.0,Amazon Prime Video,https://www.amazon.com/dp/-6607730
Titanic (98),happy,1997-12-19,Romance,6.4,Netflix,https://www.netflix.com/title/61541276
Schindler's List (18),sad,1993-12-15,Historical,9.1,Netflix,https://www.netflix.com/title/-5692717
The Grand Budapest Hotel (89),happy,2014-03-28,Comedy,8.7,Netflix,https://www.netflix.com/title/-1480737
Avengers: Endgame (9),angry,2019-04-26,Action,9.1,YouTube Movies,https://www.youtube.com/results?search_query=-8119468
Interstellar (29),neutral,2014-11-07,Sci-Fi,8.7,HBO Max,https://www.hbomax.com/feature/-3947737
The Silence of the Lambs (90),fear,1991-02-14,Thriller,6.2,Peacock,https://www.peacocktv.com/watch/-3227019
Coco (81),surprise,2017-11-22,Animation,7.5,Disney+,https://www.disneyplus.com/movies/-1094573
Titanic (32),happy,1997-12-19,Romance,9.5,YouTube Movies,https://www.youtube.com/results?search_query=-2776304
The Matrix (38),neutral,1999-03-31,Sci-Fi,5.4,Disney+,https://www.disneyplus.com/movies/54906492
Schindler's List (86),sad,1993-12-15,Historical,8.7,Disney+,https://www.disneyplus.com/movies/-2126776
Inception (94),neutral,2010-07-16,Sci-Fi,6.4,Disney+,https://www.disneyplus.com/movies/-9555591
The Shawshank Redemption (63),sad,1994-09-23,Drama,8.2,Amazon Prime Video,https://www.amazon.com/dp/88311314
The Shawshank Redemption (30),sad,1994-09-23,Drama,8.3,Netflix,https://www.netflix.com/title/27583629
The Godfather (1),disgust,1972-03-24,Crime,9.5,Amazon Prime Video,https://www.amazon.com/dp/-1615590
The Silence of the Lambs (6),fear,1991-02-14,Thriller,5.1,Netflix,https://www.netflix.com/title/-5507750
Joker (64),fear,2019-10-04,Psychological,8.8,HBO Max,https://www.hbomax.com/feature/93869953
Saving Private Ryan (16),disgust,1998-07-24,War,7.6,Peacock,https://www.peacocktv.com/watch/-5585682
Parasite (84),fear,2019-05-30,Thriller,6.0,Peacock,https://www.peacocktv.com/watch/41922281
The Shawshank Redemption (86),sad,1994-09-23,Drama,7.6,HBO Max,https://www.hbomax.com/feature/57225152
Avengers: Endgame (97),angry,2019-04-26,Action,6.1,Netflix,https://www.netflix.com/title/22522500
Gladiator (98),angry,2000-05-05,Action,8.6,Peacock,https://www.peacocktv.com/watch/39360406
Coco (41),surprise,2017-11-22,Animation,5.8,Apple TV+,https://tv.apple.com/movie/82302499
Pulp Fiction (88),disgust,1994-10-14,Crime,6.9,Netflix,https://www.netflix.com/title/-8979092
Titanic (71),happy,1997-12-19,Romance,6.7,Hulu,https://www.hulu.com/movie/-4487313
Avengers: Endgame (81),angry,2019-04-26,Action,7.1,YouTube Movies,https://www.youtube.com/results?search_query=11385580
The Lion King (86),surprise,1994-06-24,Animation,8.6,Apple TV+,https://tv.apple.com/movie/91665304
Inception (22),neutral,2010-07-16,Sci-Fi,8.5,YouTube Movies,https://www.youtube.com/results?search_query=-3251777
Forrest Gump (64),sad,1994-07-06,Drama,8.9,Peacock,https://www.peacocktv.com/watch/26261498
Gladiator (85),angry,2000-05-05,Action,7.6,Peacock,https://www.peacocktv.com/watch/-7260829
The Dark Knight (42),angry,2008-07-18,Action,6.0,Apple TV+,https://tv.apple.com/movie/-6738041
The Lion King (13),surprise,1994-06-24,Animation,6.6,Netflix,https://www.netflix.com/title/-8787549
The Dark Knight (32),angry,2008-07-18,Action,6.2,Amazon Prime Video,https://www.amazon.com/dp/-3837273
The Godfather (100),disgust,1972-03-24,Crime,6.0,HBO Max,https://www.hbomax.com/feature/89918721
Forrest Gump (56),sad,1994-07-06,Drama,8.8,Peacock,https://www.peacocktv.com/watch/-4678567
Parasite (69),fear,2019-05-30,Thriller,6.7,Peacock,https://www.peacocktv.com/watch/59350973
Joker (58),fear,2019-10-04,Psychological,7.4,Hulu,https://www.hulu.com/movie/-2102535
Schindler's List (31),sad,1993-12-15,Historical,6.8,Amazon Prime Video,https://www.amazon.com/dp/-7339229
Joker (26),fear,2019-10-04,Psychological,8.9,Disney+,https://www.disneyplus.com/movies/41375488
The Grand Budapest Hotel (20),happy,2014-03-28,Comedy,6.2,Netflix,https://www.netflix.com/title/12048845
Schindler's List (6),sad,1993-12-15,Historical,6.7,Peacock,https://www.peacocktv.com/watch/-6117935
Titanic (29),happy,1997-12-19,Romance,5.9,Amazon Prime Video,https://www.amazon.com/dp/-5829767
Saving Private Ryan (44),disgust,1998-07-24,War,8.5,Apple TV+,https://tv.apple.com/movie/-1111658
Forrest Gump (34),sad,1994-07-06,Drama,5.5,HBO Max,https://www.hbomax.com/feature/61283808
Joker (62),fear,2019-10-04,Psychological,7.3,Amazon Prime Video,https://www.amazon.com/dp/43762541
Gladiator (71),angry,2000-05-05,Action,5.9,Apple TV+,https://tv.apple.com/movie/52639463
Pulp Fiction (13),disgust,1994-10-14,Crime,9.3,Amazon Prime Video,https://www.amazon.com/dp/-1775274
The Grand Budapest Hotel (82),happy,2014-03-28,Comedy,8.8,Disney+,https://www.disneyplus.com/movies/23521984
The Shawshank Redemption (52),sad,1994-09-23,Drama,7.5,Apple TV+,https://tv.apple.com/movie/-1755843
The Dark Knight (98),angry,2008-07-18,Action,7.9,YouTube Movies,https://www.youtube.com/results?search_query=-2055489
The Silence of the Lambs (53),fear,1991-02-14,Thriller,6.6,HBO Max,https://www.hbomax.com/feature/80986054
The Silence of the Lambs (92),fear,1991-02-14,Thriller,6.3,HBO Max,https://www.hbomax.com/feature/-8581657
Schindler's List (12),sad,1993-12-15,Historical,7.6,Disney+,https://www.disneyplus.com/movies/-7279653
The Dark Knight (77),angry,2008-07-18,Action,6.4,YouTube Movies,https://www.youtube.com/results?search_query=82683753
Saving Private Ryan (12),disgust,1998-07-24,War,9.0,Hulu,https://www.hulu.com/movie/25928252
Inception (41),neutral,2010-07-16,Sci-Fi,7.9,HBO Max,https://www.hbomax.com/feature/63437327
Joker (100),fear,2019-10-04,Psychological,9.4,YouTube Movies,https://www.youtube.com/results?search_query=-2236776
The Dark Knight (37),angry,2008-07-18,Action,8.9,Hulu,https://www.hulu.com/movie/-3625656
Joker (35),fear,2019-10-04,Psychological,5.2,Amazon Prime Video,https://www.amazon.com/dp/10326796
Saving Private Ryan (57),disgust,1998-07-24,War,6.1,Disney+,https://www.disneyplus.com/movies/86822836
The Silence of the Lambs (87),fear,1991-02-14,Thriller,9.5,Apple TV+,https://tv.apple.com/movie/49612152
Joker (11),fear,2019-10-04,Psychological,9.4,HBO Max,https://www.hbomax.com/feature/-2130017
The Dark Knight (87),angry,2008-07-18,Action,7.7,YouTube Movies,https://www.youtube.com/results?search_query=-1209947
Joker (50),fear,2019-10-04,Psychological,8.2,YouTube Movies,https://www.youtube.com/results?search_query=-8995589
The Lion King (75),surprise,1994-06-24,Animation,6.4,Apple TV+,https://tv.apple.com/movie/18981596
Pulp Fiction (54),disgust,1994-10-14,Crime,9.4,YouTube Movies,https://www.youtube.com/results?search_query=73530971
Interstellar (19),neutral,2014-11-07,Sci-Fi,8.4,Netflix,https://www.netflix.com/title/52164622
The Grand Budapest Hotel (39),happy,2014-03-28,Comedy,7.3,Apple TV+,https://tv.apple.com/movie/-5864984
Titanic (76),happy,1997-12-19,Romance,9.4,Peacock,https://www.peacocktv.com/watch/86116876
Forrest Gump (48),sad,1994-07-06,Drama,6.5,Amazon Prime Video,https://www.amazon.com/dp/77152199
Titanic (2),happy,1997-12-19,Romance,8.6,Hulu,https://www.hulu.com/movie/-7360220
Parasite (33),fear,2019-05-30,Thriller,7.0,Netflix,https://www.netflix.com/title/-6577853
Gladiator (95),angry,2000-05-05,Action,7.4,Amazon Prime Video,https://www.amazon.com/dp/-8651927
Avengers: Endgame (68),angry,2019-04-26,Action,6.4,Disney+,https://www.disneyplus.com/movies/54579961
The Grand Budapest Hotel (88),happy,2014-03-28,Comedy,8.6,Peacock,https://www.peacocktv.com/watch/-5219458
Schindler's List (10),sad,1993-12-15,Historical,7.4,Amazon Prime Video,https://www.amazon.com/dp/81817241
Gladiator (33),angry,2000-05-05,Action,7.7,Hulu,https://www.hulu.com/movie/-5994112
Saving Private Ryan (100),disgust,1998-07-24,War,8.3,Netflix,https://www.netflix.com/title/-7798370
Avengers: Endgame (90),angry,2019-04-26,Action,5.2,YouTube Movies,https://www.youtube.com/results?search_query=55415285
